N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,Neutral,Neutral,Neutral,Neutral,,VeryWet,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,Strong,,Some,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Moderate,E,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,,SWQuad,LVorOther,
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,DCVZFavor,Weak,,Weak,Marked,IncCapDecIns,,Negative,LittleChange,SIG,Aug20_Sep15,E,CThruK,PartInhibit,Average,,CDEJ,N1GtLIGt_4,Stability,Average,Average,,,Moderate,Slight,E,SIG,,SIG,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,,NegToPos,,SWQuad,Westerly,LongAnticyc
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,Clear,,Clear,,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Moderate,Moderate,I,SIG,SIG,SIG,LowMtsHighPl,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,Other,SigNegative,QStationary,SWQuad,Westerly,E_NE
Down,WeakUp,Neutral,Down,Down,Neutral,Dry,Dry,Dry,PC,Cloudy,PC,Cloudy,,,Westerly,,Weak,Weak,,LittleChange,LittleChange,,Decreasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,,B,XNIL,XNIL,XNIL,LowAtStation,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,Neutral,Cloudy,,Cloudy,Cloudy,,Strong,Westerly,,Weak,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,GJ,,Moderate,Moderate,J,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,NoMajor,Other,,LittleChange,,LV,LVorOther,LV
Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,Clear,PC,Clear,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,A,AB,,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,,A,XNIL,XNIL,SVR,HighEvrywher,Steep,VeryMoist,CloseToDryAd,MarkedUpper,Other,,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,Down,Down,Down,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,Westerly,,,,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,C,,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Weak,Moderate,C,XNIL,XNIL,XNIL,LowAtStation,Steep,,ModerateOrLe,StrongFront,MoistMDryL,E_W_N,LittleChange,,SWQuad,Westerly,LongAnticyc
Down,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,VeryWet,,PC,PC,PC,PC,,Weak,Westerly,Weak,,Strong,,LittleChange,,Negative,Decreasing,SIG,Aug20_Sep15,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,NegToPos,,NWQuad,Westerly,LongAnticyc
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Dry,Dry,Wet,PC,Clear,,PC,,Weak,DCVZFavor,Weak,,,,IncCapDecIns,Increasing,Neutral,,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,,Average,Average,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,XNIL,LowNHighS,Steep,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,,SigPositive,,AllElse,Westerly,WidespdDnsl
,Neutral,Down,Neutral,Neutral,Neutral,Neutral,,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,,Weak,Strong,,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,Other,DenvCyclone,NegToPos,Other,LV,Westerly,SEQuad
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Clear,PC,PC,PC,Weak,Strong,Westerly,Weak,,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,MoreUnstable,HI,PartInhibit,Weak,Slight,I,SVR,SVR,SVR,LowMtsHighPl,CloseToDryAd,Average,Steep,,DryMMoistL,MovingFtorOt,SigNegative,QStationary,AllElse,Westerly,E_NE
StrongUp,Down,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,Cloudy,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,Jul2_Jul15,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,HI,,Strong,,I,XNIL,XNIL,SVR,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,,DryMMoistL,E_W_S,SigNegative,,LV,LVorOther,LV
Down,StronUp,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,Cloudy,Strong,Strong,Other,,Weak,Weak,,LittleChange,LittleChange,Negative,Increasing,SIG,Jul16_Aug10,B,AB,Stifling,Average,Average,ABI,N1GtLIGt_4,Instability,Average,Average,B,,Moderate,Strong,B,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Moving,AllElse,Westerly,DenvCyclone
StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,Clear,Cloudy,Clear,,,,DCVZFavor,Weak,,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,,Average,LessUnstable,ACEFK,PartInhibit,,Moderate,E,XNIL,,SIG,,ModerateOrLe,Average,,MarkedUpper,MoistMDryL,E_W_N,NegToPos,,SWQuad,Westerly,DenvCyclone
Down,Neutral,,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Clear,Clear,Clear,,,Weak,,,,Weak,,DecCapIncIns,Decreasing,WeakPos,,XNIL,May15_Jun14,D,CThruK,,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Stability,,LessUnstable,D,TotalInhibit,Moderate,,D,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,,PosToNeg,QStationary,NWQuad,Westerly,WidespdDnsl
StrongUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Neutral,Cloudy,Clear,Cloudy,Cloudy,Weak,Weak,StrongWest,Strong,,Weak,Some,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Jun15_Jul1,I,CThruK,,Average,MoreThanAve,ABI,LILt_8,Neutral,MoreUnstable,Average,HI,,Moderate,Strong,I,XNIL,XNIL,SIG,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,SigPositive,QStationary,LV,Westerly,DenvCyclone
StrongUp,Down,Neutral,StrongUp,StrongUp,Wet,Dry,Wet,VeryWet,,Clear,Clear,PC,,Strong,DCVZFavor,Strong,,,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul2_Jul15,H,CThruK,,Average,MoreThanAve,H,,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Strong,Strong,H,SVR,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,Other,SigNegative,,LV,Westerly,E_NE
Neutral,Neutral,WeakUp,Neutral,Neutral,VeryWet,Dry,VeryWet,VeryWet,Clear,PC,PC,,Strong,Strong,StrongWest,Strong,,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul2_Jul15,J,CThruK,,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,Moderate,J,XNIL,XNIL,SIG,LowAtStation,Stable,Average,Steep,NoMajor,,E_W_N,LittleChange,,LV,LVorOther,LV
StrongUp,WeakUp,Down,Down,Down,Neutral,Neutral,Wet,Wet,PC,Cloudy,Cloudy,Cloudy,,,StrongWest,,Weak,Weak,,IncCapDecIns,Increasing,WeakPos,,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,Slight,E,XNIL,XNIL,XNIL,LowAtStation,Stable,,ModerateOrLe,OtherRapid,MoistMDryL,MovingFtorOt,PosToNeg,,SWQuad,,DenvCyclone
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,PC,Clear,Clear,Clear,,,DCVZFavor,,,,,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,B,,,Moderate,B,XNIL,XNIL,XNIL,LowSHighN,,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,Westerly,LV
,Neutral,StrongUp,Neutral,Neutral,Wet,Wet,Neutral,Neutral,PC,PC,PC,PC,,,Westerly,,Weak,,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,LILt_8,Stability,,MoreUnstable,ACEFK,,Moderate,Strong,K,SIG,SIG,SIG,LowEvrywhere,Steep,Average,Steep,StrongFront,DryMMoistL,,NegToPos,,NWQuad,Westerly,WidespdDnsl
Down,Neutral,WeakUp,Neutral,Neutral,Wet,Wet,Dry,Neutral,PC,Cloudy,PC,PC,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,,MoreUnstable,ACEFK,Stifling,Strong,Moderate,K,SVR,SVR,SVR,LowAtStation,ModerateOrLe,VeryMoist,Steep,,MoistMDryL,,SigPositive,Other,NWQuad,LVorOther,WidespdDnsl
StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,,,DCVZFavor,,,,,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,,PartInhibit,Moderate,,K,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,ModerateOrLe,StrongFront,DryMMoistL,DryLine,SigNegative,,NWQuad,LVorOther,WidespdDnsl
StrongUp,Down,Neutral,Neutral,Neutral,Neutral,,Wet,Wet,PC,Clear,,Clear,Weak,Strong,DCVZFavor,Strong,Strong,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,May15_Jun14,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,Average,,B,Stifling,,Moderate,B,SIG,SIG,SVR,LowAtStation,Stable,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,E_NE
Down,Neutral,WeakUp,Neutral,Neutral,,Wet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Weak,Weak,StrongWest,Weak,Strong,Weak,,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,G,CThruK,Stifling,MoreThanAve,Average,G,N1GtLIGt_4,Stability,Average,LessUnstable,GJ,PartInhibit,Moderate,Moderate,G,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,Other,NegToPos,,SWQuad,Westerly,SEQuad
StrongUp,Neutral,Down,WeakUp,WeakUp,Dry,,VeryWet,VeryWet,PC,Clear,PC,Cloudy,,,Other,,,Weak,,IncCapDecIns,Increasing,WeakPos,Increasing,,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,,LowNHighS,Steep,Dry,Steep,MarkedUpper,Other,DenvCyclone,SigPositive,QStationary,SWQuad,LVorOther,WidespdDnsl
Neutral,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,Clear,PC,PC,PC,Strong,Strong,StrongWest,Strong,,Strong,Marked,LittleChange,LittleChange,Negative,LittleChange,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,,Moderate,Slight,G,XNIL,XNIL,SVR,LowNHighS,Steep,Dry,CloseToDryAd,NoMajor,Other,,LittleChange,,NWQuad,LVorOther,LV
WeakUp,Neutral,WeakUp,Neutral,,Wet,Neutral,Neutral,Neutral,Clear,Clear,,Clear,Strong,Strong,Other,Weak,Weak,Weak,Some,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,,Weak,Slight,E,XNIL,SVR,SVR,LowMtsHighPl,ModerateOrLe,Dry,ModerateOrLe,NoMajor,MoistMDryL,,LittleChange,,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,DCVZFavor,,,,,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Weak,Moderate,E,SIG,SIG,SIG,,Steep,VeryMoist,ModerateOrLe,OtherRapid,Other,Other,LittleChange,,,Westerly,LV
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Clear,PC,PC,,,StrongWest,,,,,LittleChange,LittleChange,Neutral,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Weak,Slight,B,SIG,SIG,SIG,LowAtStation,Stable,Average,ModerateOrLe,MarkedUpper,Other,DenvCyclone,LittleChange,,SWQuad,,E_NE
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Neutral,Neutral,PC,Clear,PC,PC,,,StrongWest,,Weak,,,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,C,CThruK,PartInhibit,Average,,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,Average,ACEFK,,Weak,,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,Other,,,Other,NWQuad,Westerly,LongAnticyc
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Dry,Neutral,Wet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,E,CThruK,,Average,Average,CDEJ,,Neutral,MoreUnstable,Average,ACEFK,Stifling,Weak,,E,XNIL,XNIL,SIG,LowNHighS,Steep,Average,Steep,NoMajor,Other,DryLine,LittleChange,,SWQuad,Westerly,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Weak,DCVZFavor,,Weak,Weak,,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,C,CThruK,Stifling,Average,Average,CDEJ,,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,,,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,,Moving,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,Neutral,Neutral,,Neutral,Dry,Dry,,Clear,Clear,Clear,,,DCVZFavor,,Weak,Weak,,LittleChange,LittleChange,Neutral,,XNIL,Jul16_Aug10,B,AB,TotalInhibit,,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,B,PartInhibit,Unfavorable,,B,XNIL,XNIL,XNIL,HighEvrywher,Steep,Dry,CloseToDryAd,StrongFront,Other,DryLine,LittleChange,Other,LV,LVorOther,E_NE
,Neutral,Down,StrongUp,StrongUp,Wet,Wet,,VeryWet,Clear,PC,Clear,Clear,,,Westerly,,,Weak,,DecCapIncIns,Decreasing,,Increasing,XNIL,May15_Jun14,A,,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,,Slight,A,SVR,SVR,SVR,LowMtsHighPl,Stable,Average,,StrongFront,DryMMoistL,E_W_S,PosToNeg,Other,SWQuad,Westerly,LV
StrongUp,,Down,,Neutral,Neutral,VeryWet,,Wet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,Aug11_Aug20,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,ModerateOrLe,NoMajor,,,LittleChange,,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,,,Westerly,,Weak,Weak,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,,CThruK,,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,MoreUnstable,ACEFK,Stifling,Weak,,C,XNIL,XNIL,XNIL,LowEvrywhere,Stable,Average,Steep,OtherRapid,Other,E_W_N,SigPositive,,NWQuad,Westerly,LongAnticyc
Down,Down,Down,Down,Down,Neutral,Neutral,Neutral,Dry,Cloudy,PC,Cloudy,,Strong,Strong,Other,,,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,B,PartInhibit,Weak,Moderate,B,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,Steep,NoMajor,Other,E_W_S,PosToNeg,Moving,LV,LVorOther,DenvCyclone
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,,DCVZFavor,,,,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Neutral,Average,Average,GJ,PartInhibit,Strong,,G,SIG,SIG,SIG,LowEvrywhere,,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,Other,LittleChange,,SWQuad,Westerly,LV
WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,Clear,,Strong,DCVZFavor,Weak,,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,,Aug20_Sep15,E,CThruK,,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,,MoreUnstable,MoreUnstable,ACEFK,,Strong,Strong,E,SIG,SIG,SVR,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,DryMMoistL,Other,PosToNeg,,,LVorOther,LV
WeakUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Dry,,PC,PC,PC,Cloudy,,,Westerly,,,,,IncCapDecIns,Increasing,WeakPos,,XNIL,Aug20_Sep15,B,AB,Stifling,Average,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,Average,B,Stifling,,Slight,B,SVR,SVR,SVR,LowMtsHighPl,Steep,VeryMoist,Steep,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,DenvCyclone
Down,StronUp,Down,Down,Down,Dry,VeryWet,Wet,Wet,PC,Clear,PC,Clear,Strong,Strong,Other,,Strong,,,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Slight,,SIG,,SVR,LowNHighS,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,,PosToNeg,,LV,Westerly,
WeakUp,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Cloudy,PC,Cloudy,Cloudy,,Weak,DCVZFavor,,Strong,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Strong,J,SVR,,SVR,LowEvrywhere,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,Other,LittleChange,,LV,LVorOther,
Down,Neutral,Neutral,,Neutral,Wet,,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,Strong,Marked,,Increasing,StrongPos,Increasing,SVR,Jun15_Jul1,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,,Moderate,Moderate,C,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,CloseToDryAd,OtherRapid,DryMMoistL,E_W_N,NegToPos,,NWQuad,LVorOther,LongAnticyc
Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,Weak,Weak,,Strong,,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,PartInhibit,Unfavorable,,,XNIL,XNIL,SIG,LowNHighS,CloseToDryAd,Average,Steep,NoMajor,Other,E_W_N,PosToNeg,,SWQuad,Westerly,LongAnticyc
Neutral,Neutral,Down,,Down,Dry,Wet,Dry,Dry,Clear,Cloudy,Clear,Clear,,,StrongWest,,Strong,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,C,CThruK,,LessThanAve,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,Steep,NoMajor,Other,E_W_S,NegToPos,Moving,NWQuad,LVorOther,LongAnticyc
Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Dry,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Strong,Weak,Marked,LittleChange,LittleChange,StrongPos,,SVR,Jul2_Jul15,G,CThruK,PartInhibit,,LessThanAve,G,,Neutral,Average,Average,GJ,TotalInhibit,Strong,Slight,G,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,,LittleChange,,SWQuad,Westerly,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,,Clear,PC,PC,Weak,Weak,Other,,,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,G,CThruK,,LessThanAve,LessThanAve,G,N5GtLIGt_8,Neutral,Average,MoreUnstable,GJ,PartInhibit,Weak,Slight,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,Other,LittleChange,,SWQuad,Westerly,LV
Neutral,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Dry,,VeryWet,Clear,Clear,Clear,PC,Weak,Strong,Westerly,Weak,,Weak,,IncCapDecIns,Increasing,Negative,Increasing,SVR,,K,CThruK,,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Moderate,K,XNIL,XNIL,SVR,LowNHighS,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,E_W_N,NegToPos,QStationary,NWQuad,Westerly,LongAnticyc
Neutral,Down,Down,Down,Down,VeryWet,Neutral,VeryWet,Wet,Clear,PC,Clear,Clear,Strong,Strong,Westerly,Weak,,Weak,Some,LittleChange,LittleChange,WeakPos,,SIG,Jul2_Jul15,D,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,D,,Moderate,Strong,D,XNIL,XNIL,SIG,LowNHighS,Steep,Average,ModerateOrLe,MarkedUpper,DryMMoistL,,PosToNeg,,NWQuad,LVorOther,SEQuad
Down,Down,Neutral,Down,Down,Dry,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,G,CThruK,PartInhibit,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,PartInhibit,Moderate,Moderate,G,SIG,SVR,SVR,LowAtStation,Steep,,CloseToDryAd,MarkedUpper,Other,Other,LittleChange,,AllElse,Westerly,WidespdDnsl
